TaskID,ProjectID,ProjectName,ClientName,ClientCountry,ClientRegion,Industry,AssignedEmployeeID,TaskTitle,SkillDomain,ComplexityTier,PlannedHours,ActualHours,IsHoursOverrun,BillableHourlyRate_USD,TotalBilling_USD,TaskStatus,ClientSatisfactionRating,TaskStartDate,DeliveryDeadline,ActualCompletionDate,IsDeliveryDelayed
TSK-03000,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15578,Design & Implement RESTful Payment Endpoints (PRJ-906),Software Engineering,Level 2 - Specialized,40,35.4,False,69.0,2760.0,In Progress,,2025-01-05,2025-01-17,,False
TSK-03001,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-14072,Next.js 14 Responsive Executive Dashboard (PRJ-908),Software Engineering,Level 1 - Core,30,35.7,True,68.0,2427.6,Completed,5.0,2025-04-07,2025-04-18,2025-04-21,True
TSK-03002,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-11469,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-901),Cybersecurity,Level 2 - Specialized,25,27.8,True,74.75,2078.05,Completed,5.0,2025-09-19,2025-09-29,2025-09-27,False
TSK-03003,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10464,Next.js 14 Responsive Executive Dashboard (PRJ-904),Software Engineering,Level 1 - Core,30,34.4,True,70.0,2408.0,Completed,4.5,2026-01-20,2026-01-31,2026-02-02,True
TSK-03004,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13831,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-904),Data & AI Engineering,Level 2 - Specialized,50,59.5,True,80.5,4789.75,Completed,3.5,2025-02-25,2025-03-13,2025-03-17,True
TSK-03005,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14299,GraphQL Gateway Federation & Schema Stitching (PRJ-902),Software Engineering,Level 2 - Specialized,35,46.1,True,86.25,3976.12,Completed,4.5,2026-06-29,2026-07-12,2026-07-15,True
TSK-03006,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13182,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-905),DevOps & SRE,Level 1 - Core,18,21.8,True,45.0,981.0,Completed,4.5,2025-05-07,2025-05-17,2025-05-17,False
TSK-03007,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-15494,SOC2 Compliance Evidence Collection Automation (PRJ-904),Cybersecurity,Level 2 - Specialized,32,32.4,True,80.5,2608.2,Completed,5.0,2026-07-27,2026-08-09,2026-08-12,True
TSK-03008,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-11990,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-901),Cybersecurity,Level 2 - Specialized,25,29.8,True,74.75,2227.55,Completed,5.0,2026-05-05,2026-05-16,2026-05-14,False
TSK-03009,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-10822,Next.js 14 Responsive Executive Dashboard (PRJ-905),Software Engineering,Level 1 - Core,30,38.3,True,45.0,1350.0,Under Review,,2026-08-01,2026-08-11,,False
TSK-03010,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11554,Design & Implement RESTful Payment Endpoints (PRJ-903),Software Engineering,Level 2 - Specialized,40,46.1,True,97.75,4506.28,Completed,5.0,2025-05-28,2025-06-14,2025-06-20,True
TSK-03011,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13317,Next.js 14 Responsive Executive Dashboard (PRJ-908),Software Engineering,Level 1 - Core,30,37.3,True,68.0,2536.4,Completed,4.5,2025-10-24,2025-11-04,2025-11-01,False
TSK-03012,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11343,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-903),DevOps & SRE,Level 1 - Core,18,20.3,True,85.0,1725.5,Completed,5.0,2026-02-09,2026-02-18,2026-02-21,True
TSK-03013,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-15810,PostgreSQL to Snowflake Lakehouse Replication (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,60,56.0,False,114.75,6426.0,Completed,5.0,2025-06-13,2025-07-01,2025-07-06,True
TSK-03014,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-10178,Penetration Testing & Remediation of API Endpoints (PRJ-906),Cybersecurity,Level 2 - Specialized,20,18.4,False,69.0,1269.6,Completed,4.5,2025-04-07,2025-04-16,2025-04-13,False
TSK-03015,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14230,End-to-End Cypress Integration & Performance Suite (PRJ-902),Quality Engineering,Level 1 - Core,30,34.8,True,75.0,2610.0,Completed,4.0,2025-10-13,2025-10-24,2025-10-23,False
TSK-03016,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-11224,PostgreSQL to Snowflake Lakehouse Replication (PRJ-904),Data & AI Engineering,Level 3 - Enterprise Architect,60,65.8,True,94.5,6218.1,Completed,4.5,2025-01-10,2025-02-01,2025-02-05,True
TSK-03017,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-15653,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-906),DevOps & SRE,Level 1 - Core,18,18.2,True,60.0,1092.0,Completed,4.0,2025-12-17,2025-12-24,2025-12-27,True
TSK-03018,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-14992,SOC2 Compliance Evidence Collection Automation (PRJ-901),Cybersecurity,Level 2 - Specialized,32,42.0,True,74.75,3139.5,Completed,4.5,2025-03-13,2025-03-24,2025-03-29,True
TSK-03019,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-12330,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-904),Data & AI Engineering,Level 2 - Specialized,50,43.2,False,80.5,3477.6,Completed,5.0,2025-09-09,2025-09-24,2025-09-23,False
TSK-03020,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-11234,Real-time Kafka Event Streaming for Turnstiles (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,55,67.6,True,114.75,6311.25,Scope Revision Requested,3.0,2025-05-12,2025-05-30,,False
TSK-03021,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15948,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,70,75.8,True,91.8,6958.44,Completed,5.0,2026-06-03,2026-06-27,2026-06-24,False
TSK-03022,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-16576,End-to-End Cypress Integration & Performance Suite (PRJ-907),Quality Engineering,Level 1 - Core,30,39.4,True,95.0,3743.0,Completed,5.0,2026-03-30,2026-04-08,2026-04-08,False
TSK-03023,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-12745,Design & Implement RESTful Payment Endpoints (PRJ-906),Software Engineering,Level 2 - Specialized,40,38.8,False,69.0,2760.0,Under Review,,2025-11-17,2025-11-30,,False
TSK-03024,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-15246,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-905),DevOps & SRE,Level 3 - Enterprise Architect,35,40.8,True,60.75,2478.6,Completed,4.0,2026-04-30,2026-05-15,2026-05-16,True
TSK-03025,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13559,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-901),DevOps & SRE,Level 3 - Enterprise Architect,35,45.5,True,87.75,3992.62,Completed,4.5,2026-04-30,2026-05-12,2026-05-17,True
TSK-03026,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10020,End-to-End Cypress Integration & Performance Suite (PRJ-903),Quality Engineering,Level 1 - Core,30,32.3,True,85.0,2745.5,Completed,4.5,2026-03-17,2026-03-27,2026-03-24,False
TSK-03027,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12924,Next.js 14 Responsive Executive Dashboard (PRJ-901),Software Engineering,Level 1 - Core,30,36.1,True,65.0,2346.5,Completed,4.5,2026-02-18,2026-03-01,2026-03-04,True
TSK-03028,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15290,PostgreSQL to Snowflake Lakehouse Replication (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,60,68.2,True,101.25,6905.25,Completed,4.5,2025-08-02,2025-08-19,2025-08-24,True
TSK-03029,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14705,GraphQL Gateway Federation & Schema Stitching (PRJ-904),Software Engineering,Level 2 - Specialized,35,42.0,True,80.5,3381.0,Completed,4.5,2026-07-09,2026-07-24,2026-07-25,True
TSK-03030,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14828,PostgreSQL to Snowflake Lakehouse Replication (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,60,69.0,True,101.25,6986.25,Completed,4.5,2025-11-19,2025-12-08,2025-12-05,False
TSK-03031,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13416,GraphQL Gateway Federation & Schema Stitching (PRJ-905),Software Engineering,Level 2 - Specialized,35,42.0,True,51.75,2173.5,Completed,5.0,2026-03-23,2026-04-04,2026-04-04,False
TSK-03032,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-13122,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-903),DevOps & SRE,Level 3 - Enterprise Architect,35,42.8,True,114.75,4016.25,Scope Revision Requested,2.5,2025-04-14,2025-04-25,,False
TSK-03033,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-14372,Kubernetes Cluster Hardening & Istio Service Mesh (PRJ-902),DevOps & SRE,Level 3 - Enterprise Architect,35,42.3,True,101.25,4282.88,Completed,3.5,2025-03-18,2025-04-02,2025-03-31,False
TSK-03034,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-11868,GraphQL Gateway Federation & Schema Stitching (PRJ-906),Software Engineering,Level 2 - Specialized,35,34.8,False,69.0,2415.0,In Progress,,2025-09-15,2025-09-25,,False
TSK-03035,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-15727,Mobile Flutter Biometric Authentication Module (PRJ-901),Software Engineering,Level 1 - Core,28,24.8,False,65.0,1612.0,Completed,4.5,2025-06-17,2025-06-27,2025-06-27,False
TSK-03036,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-15219,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,70,70.0,False,60.75,4252.5,Under Review,,2025-06-15,2025-07-06,,False
TSK-03037,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-16941,Mobile Flutter Biometric Authentication Module (PRJ-907),Software Engineering,Level 1 - Core,28,30.3,True,95.0,2878.5,Completed,4.5,2026-06-10,2026-06-23,2026-06-28,True
TSK-03038,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14474,SOC2 Compliance Evidence Collection Automation (PRJ-903),Cybersecurity,Level 2 - Specialized,32,42.6,True,97.75,4164.15,Completed,4.5,2026-05-10,2026-05-20,2026-05-22,True
TSK-03039,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-15991,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-905),Data & AI Engineering,Level 2 - Specialized,50,52.2,True,51.75,2701.35,Completed,4.5,2025-07-24,2025-08-12,2025-08-13,True
TSK-03040,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14395,End-to-End Cypress Integration & Performance Suite (PRJ-906),Quality Engineering,Level 1 - Core,30,30.1,True,60.0,1806.0,Completed,4.5,2025-10-05,2025-10-17,2025-10-14,False
TSK-03041,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-16350,AWS Terraform Infrastructure as Code Provisioning (PRJ-906),Cloud Architecture,Level 2 - Specialized,45,47.9,True,69.0,3305.1,Completed,5.0,2026-02-01,2026-02-15,2026-02-20,True
TSK-03042,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13644,Design & Implement RESTful Payment Endpoints (PRJ-904),Software Engineering,Level 2 - Specialized,40,51.1,True,80.5,3220.0,Under Review,,2025-06-07,2025-06-20,,False
TSK-03043,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10487,Real-time Kafka Event Streaming for Turnstiles (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,55,50.0,False,128.25,7053.75,Under Review,,2025-05-25,2025-06-12,,False
TSK-03044,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-12920,End-to-End Cypress Integration & Performance Suite (PRJ-902),Quality Engineering,Level 1 - Core,30,31.5,True,75.0,2362.5,Completed,4.5,2025-11-23,2025-12-07,2025-12-11,True
TSK-03045,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-13266,PostgreSQL to Snowflake Lakehouse Replication (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,60,60.9,True,128.25,7810.43,Completed,4.5,2025-11-27,2025-12-16,2025-12-18,True
TSK-03046,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-13531,OAuth2.0 / OpenID Multi-Tenant Auth Integration (PRJ-908),Cybersecurity,Level 2 - Specialized,25,22.5,False,78.2,1955.0,Scope Revision Requested,2.5,2025-10-09,2025-10-17,,False
TSK-03047,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-16630,Design & Implement RESTful Payment Endpoints (PRJ-901),Software Engineering,Level 2 - Specialized,40,41.7,True,74.75,3117.08,Completed,4.5,2026-03-01,2026-03-17,2026-03-16,False
TSK-03048,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12092,Penetration Testing & Remediation of API Endpoints (PRJ-905),Cybersecurity,Level 2 - Specialized,20,17.6,False,51.75,910.8,Completed,5.0,2025-11-29,2025-12-06,2025-12-05,False
TSK-03049,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14197,SOC2 Compliance Evidence Collection Automation (PRJ-903),Cybersecurity,Level 2 - Specialized,32,31.3,False,97.75,3059.58,Completed,5.0,2026-04-29,2026-05-11,2026-05-08,False
TSK-03050,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-14378,Real-time Kafka Event Streaming for Turnstiles (PRJ-903),Data & AI Engineering,Level 3 - Enterprise Architect,55,70.1,True,114.75,8043.97,Completed,4.5,2026-03-13,2026-03-28,2026-04-02,True
TSK-03051,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10521,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-904),DevOps & SRE,Level 1 - Core,18,18.2,True,70.0,1274.0,Completed,5.0,2026-04-09,2026-04-15,2026-04-15,False
TSK-03052,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12194,Next.js 14 Responsive Executive Dashboard (PRJ-907),Software Engineering,Level 1 - Core,30,26.2,False,95.0,2489.0,Completed,4.0,2025-06-07,2025-06-17,2025-06-22,True
TSK-03053,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-12727,Design & Implement RESTful Payment Endpoints (PRJ-907),Software Engineering,Level 2 - Specialized,40,37.5,False,109.25,4370.0,Under Review,,2025-02-19,2025-03-07,,False
TSK-03054,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10567,Design & Implement RESTful Payment Endpoints (PRJ-904),Software Engineering,Level 2 - Specialized,40,53.7,True,80.5,4322.85,Completed,5.0,2025-08-06,2025-08-20,2025-08-26,True
TSK-03055,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-13897,GraphQL Gateway Federation & Schema Stitching (PRJ-901),Software Engineering,Level 2 - Specialized,35,43.2,True,74.75,3229.2,Completed,4.0,2026-05-12,2026-05-26,2026-05-30,True
TSK-03056,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10898,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-903),DevOps & SRE,Level 1 - Core,18,17.8,False,85.0,1530.0,Scope Revision Requested,3.0,2025-08-03,2025-08-11,,False
TSK-03057,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10347,GraphQL Gateway Federation & Schema Stitching (PRJ-907),Software Engineering,Level 2 - Specialized,35,34.5,False,109.25,3769.12,Completed,5.0,2026-04-21,2026-05-02,2026-05-04,True
TSK-03058,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10117,Real-time Kafka Event Streaming for Turnstiles (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,55,65.8,True,128.25,8438.85,Completed,4.5,2025-11-26,2025-12-14,2025-12-14,False
TSK-03059,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-16237,Penetration Testing & Remediation of API Endpoints (PRJ-905),Cybersecurity,Level 2 - Specialized,20,17.2,False,51.75,890.1,Completed,4.0,2026-07-16,2026-07-23,2026-07-22,False
TSK-03060,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-15331,Design & Implement RESTful Payment Endpoints (PRJ-907),Software Engineering,Level 2 - Specialized,40,37.4,False,109.25,4085.95,Completed,5.0,2025-02-15,2025-02-28,2025-02-26,False
TSK-03061,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14265,SOC2 Compliance Evidence Collection Automation (PRJ-906),Cybersecurity,Level 2 - Specialized,32,35.7,True,69.0,2208.0,Scope Revision Requested,2.5,2025-10-15,2025-10-29,,False
TSK-03062,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-10790,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-901),Data & AI Engineering,Level 3 - Enterprise Architect,70,66.2,False,87.75,5809.05,Completed,5.0,2026-08-01,2026-08-25,2026-08-29,True
TSK-03063,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-12993,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-908),Data & AI Engineering,Level 3 - Enterprise Architect,70,69.5,False,91.8,6380.1,Completed,5.0,2025-04-27,2025-05-21,2025-05-22,True
TSK-03064,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-15626,AWS Terraform Infrastructure as Code Provisioning (PRJ-902),Cloud Architecture,Level 2 - Specialized,45,58.5,True,86.25,5045.62,Completed,3.0,2026-06-20,2026-07-08,2026-07-07,False
TSK-03065,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14968,Design & Implement RESTful Payment Endpoints (PRJ-904),Software Engineering,Level 2 - Specialized,40,44.0,True,80.5,3542.0,Completed,5.0,2025-11-24,2025-12-11,2025-12-16,True
TSK-03066,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-10869,Mobile Flutter Biometric Authentication Module (PRJ-907),Software Engineering,Level 1 - Core,28,31.0,True,95.0,2660.0,In Progress,,2026-03-07,2026-03-17,,False
TSK-03067,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10256,Penetration Testing & Remediation of API Endpoints (PRJ-904),Cybersecurity,Level 2 - Specialized,20,24.7,True,80.5,1988.35,Completed,4.0,2026-01-05,2026-01-17,2026-01-22,True
TSK-03068,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-16871,Mobile Flutter Biometric Authentication Module (PRJ-907),Software Engineering,Level 1 - Core,28,32.5,True,95.0,3087.5,Completed,4.5,2026-05-08,2026-05-19,2026-05-24,True
TSK-03069,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-13146,PySpark ETL Pipeline for Turnstile Telemetry (PRJ-904),Data & AI Engineering,Level 2 - Specialized,50,63.7,True,80.5,5127.85,Completed,4.5,2026-02-17,2026-03-04,2026-03-10,True
TSK-03070,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-10709,Penetration Testing & Remediation of API Endpoints (PRJ-904),Cybersecurity,Level 2 - Specialized,20,26.7,True,80.5,1610.0,In Progress,,2026-01-16,2026-01-23,,False
TSK-03071,PRJ-902,Cloud Data Lakehouse Migration,Emirates Digital Holdings,United Arab Emirates,Gulf / MENA,Energy & Logistics,EMP-13126,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-902),Data & AI Engineering,Level 3 - Enterprise Architect,70,78.4,True,101.25,7938.0,Completed,4.0,2026-01-06,2026-01-27,2026-02-02,True
TSK-03072,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-13444,End-to-End Cypress Integration & Performance Suite (PRJ-905),Quality Engineering,Level 1 - Core,30,34.8,True,45.0,1566.0,Completed,5.0,2025-06-06,2025-06-16,2025-06-15,False
TSK-03073,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-15118,Mobile Flutter Biometric Authentication Module (PRJ-908),Software Engineering,Level 1 - Core,28,25.8,False,68.0,1754.4,Completed,5.0,2026-05-30,2026-06-12,2026-06-09,False
TSK-03074,PRJ-903,AI Medical Diagnostic Assistant,HealthBridge BioSystems,United States,North America,Healthcare,EMP-10464,SOC2 Compliance Evidence Collection Automation (PRJ-903),Cybersecurity,Level 2 - Specialized,32,29.9,False,97.75,2922.72,Completed,4.0,2025-02-06,2025-02-21,2025-02-24,True
TSK-03075,PRJ-906,Fleet Telematics & IoT Tracking API,LogiTrans Gulf Express,Saudi Arabia,Gulf / MENA,Supply Chain,EMP-14442,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-906),DevOps & SRE,Level 1 - Core,18,17.8,False,60.0,1080.0,Under Review,,2026-04-04,2026-04-10,,False
TSK-03076,PRJ-905,Microservices Core Banking Gateway,Banque du Caire Digital,Egypt,Domestic Egypt,Fintech & Banking,EMP-12126,Real-time Kafka Event Streaming for Turnstiles (PRJ-905),Data & AI Engineering,Level 3 - Enterprise Architect,55,59.6,True,60.75,3620.7,Completed,5.0,2025-03-14,2025-04-03,2025-04-07,True
TSK-03077,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-16706,Fine-Tuning Llama-3 Model for Customer Ticket RAG (PRJ-907),Data & AI Engineering,Level 3 - Enterprise Architect,70,70.5,True,128.25,9041.62,Completed,4.5,2026-07-12,2026-08-04,2026-08-10,True
TSK-03078,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-12890,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-901),DevOps & SRE,Level 1 - Core,18,19.4,True,65.0,1261.0,Completed,4.5,2025-03-08,2025-03-16,2025-03-20,True
TSK-03079,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-16244,AWS Terraform Infrastructure as Code Provisioning (PRJ-901),Cloud Architecture,Level 2 - Specialized,45,51.3,True,74.75,3834.67,Completed,3.0,2026-02-04,2026-02-18,2026-02-21,True
TSK-03080,PRJ-904,Omnichannel E-Commerce Modernization,RetailNext Global,United Kingdom,Europe,Retail & Consumer,EMP-14302,AWS Terraform Infrastructure as Code Provisioning (PRJ-904),Cloud Architecture,Level 2 - Specialized,45,44.2,False,80.5,3558.1,Completed,4.5,2025-01-24,2025-02-07,2025-02-04,False
TSK-03081,PRJ-908,Enterprise HR & Talent SaaS Portal,Apex Workforce Solutions,United States,North America,Human Capital,EMP-10892,End-to-End Cypress Integration & Performance Suite (PRJ-908),Quality Engineering,Level 1 - Core,30,26.7,False,68.0,1815.6,Completed,5.0,2025-07-04,2025-07-13,2025-07-19,True
TSK-03082,PRJ-901,Fintech Mobile Banking Engine,Aramco Tech Ventures,Saudi Arabia,Gulf / MENA,Fintech & Banking,EMP-16614,Penetration Testing & Remediation of API Endpoints (PRJ-901),Cybersecurity,Level 2 - Specialized,20,25.5,True,74.75,1906.12,Completed,4.5,2026-07-14,2026-07-21,2026-07-20,False
TSK-03083,PRJ-907,Zero-Trust Security Identity Mesh,Nordic Cyber Defence,Germany,Europe,Cybersecurity,EMP-11097,CI/CD Pipeline Optimization with Docker BuildKit (PRJ-907),DevOps & SRE,Level 1 - Core,18,21.2,True,95.0,2014.0,Completed,4.5,2025-01-28,2025-02-08,2025-02-12,True
